title,author,abstract,filename
"Разработка системы поддержки при\-нятия решений для оптимизации

планирования деятельности группы предприятий","К.\,Л.~Куликовский, Д.\,В.~Петров",Не найдено,kulikovsiy.tex
Не найдено,Не найдено,Не найдено,kurakin.tex
Не найдено,Не найдено,Не найдено,kurov.tex
Не найдено,Не найдено,Не найдено,KuSh1.tex
Информационные технологии поддержки выработки и принятия решений в системе управления кадрами,"Ю.\,И.~Куц",Не найдено,kuts.tex
Не найдено,Не найдено,Не найдено,kuzn.tex
"Оценки методом Монте""--~Карло итераций оператора Грина и собственных чисел первой краевой задачи для оператора Лапласа","А.\,Н.~Кузнецов, И.\,А.~Рытенкова, А.\,С.~Сипин",Не найдено,kuznecov.tex
Моделирование теплового состояния композиционных материалов на основе универсального закона разложения связующих,"Е.\,Л.~Кузнецова",Не найдено,kuznecova.tex
Мате\-матическая модель процесса теплообмена в~аппарате воздушного охлаждения масла,"В.\,А.~Кузнецов\inst{1",Не найдено,kuznetcov.tex
Статистические оценки для степеней оператора Грина,"А.\,Н.~Кузнецов, А.\,С.~Сипин",Не найдено,kuznetsov.tex
Об одном классе функционально-дифференциальных уравнений,"В.\,А.~Кыров",Не найдено,kyrov.tex
Не найдено,Не найдено,Не найдено,lange.tex
Не найдено,Не найдено,Не найдено,lapko.tex
Дополнительные граничные условия в задачах теплопроводности с переменными физическими свойствами среды,"Е.\,В.~Ларгина, Е.\,В.~Стефанюк, В.\,В.~Котов",Не найдено,largina.tex
Не найдено,Не найдено,Не найдено,lasttitle-eng.tex
Не найдено,Не найдено,Не найдено,lasttitle.tex
Применение линейных дробных аналогов реологических моделей в задаче аппроксимации экспериментальных данных по растяжению поливинилхлоридного пластиката,"Л.\,Г.~Унгарова",Не найдено,LaTeX2.tex
Не найдено,Не найдено,Не найдено,lebedev.TEX
"Об ортогональных финитных функциях второй степени,  связанных с~треугольными сетками, и~их~применении в~математическом моделировании","В.\,Л.~Леонтьев, А.\,В.~Кочулимов",Не найдено,leont.tex
Не найдено,Не найдено,Не найдено,leontiev.tex
Не найдено,Не найдено,Не найдено,Leon_Ush.tex
Не найдено,Не найдено,Не найдено,Leri-Pavlov.tex
Не найдено,Не найдено,Не найдено,leri.tex
Не найдено,Не найдено,Не найдено,leshin.tex
Не найдено,Не найдено,Не найдено,LETT2ED.TEX
Не найдено,Не найдено,Не найдено,LETTER.TEX
Не найдено,Не найдено,Не найдено,levikin.tex
Начальные задачи для системы волновых уравнений,"С.\,В.~Лексина",Не найдено,Lexina.tex
Проекционный алгоритм краевой задачи для~неоднородного уравнения Ламе,"В.\,Г.~Лежнев, А.\,Н.~Марковский",Не найдено,lezhnev.tex
Моделирование формообразования полостей в~пентагональных малых частицах электролитического происхождения,"Н.\,И.~Лиманова, Е.\,А.~Мамзин, Е.\,А.~Талалова, А.\,А.~Викарчук",Не найдено,limanova.tex
Не найдено,Не найдено,Не найдено,lipatyev.tex
Не найдено,Не найдено,Не найдено,list-rum.tex
Не найдено,Не найдено,Не найдено,listopad.tex
Не найдено,Не найдено,Не найдено,litvinov.tex
Не найдено,Не найдено,Не найдено,livshits.tex
Не найдено,Не найдено,Не найдено,livshiz.tex
Не найдено,"I.\,Johnson",Не найдено,ljm-example.tex
Не найдено,Не найдено,Не найдено,Logachev.tex
Параллельный алгоритм метода циклической редукции для периодической краевой задачи,"Л.\,В.~Логанова\inst{1",Не найдено,loganova.tex
"Моделирование напряж\""eнного""=деформируемого состояния нижней челюсти при остеосинтезе накостными пластинами","О.\,А.~Логинов\inst{1",Не найдено,loginov.tex
Чистый изгиб балки в~условиях ползучести из~разносопротивляющегося материала,"А.\,М.~Локощенко, К.\,А.~Агахи, Л.\,В.~Фомин",Не найдено,lokoshenko.tex
Групповая классификация одного нелинейного приближенного уравнения субдиффузии,"С.\,Ю.~Лукащук",Не найдено,lsu.tex
Моделирование и анализ динамики макроэкономической системы в среде MATLAB/Simulink,"В.\,С.~Лубенцова, Д.\,А.~Андреянов",Не найдено,lubencova.tex
Не найдено,Не найдено,Не найдено,lucyanov.tex
Не найдено,Не найдено,Не найдено,lukash.tex
Не найдено,Не найдено,Не найдено,lukashenko.tex
Не найдено,Не найдено,Не найдено,lukashev.tex
Не найдено,Не найдено,Не найдено,lukianov.tex
Не найдено,Не найдено,Не найдено,lukmor.tex
Не найдено,Не найдено,Не найдено,lupentsov.tex
"Математическое моделирование теплового процесса в роторе шарового

асинхронного двигателя","Ю.\,И.~Лютахин, В.\,С.~Осипов",Не найдено,lutachin.tex
Не найдено,Не найдено,Не найдено,lyamin.tex
Не найдено,Не найдено,Не найдено,LYASHK70.TEX
Разложение двумерных плотностей вероятностей в~ортогональных базисах,"И.\,А.~Лёзин",Не найдено,lyozin.tex
Линеаризованная математическая модель синхронного электродвигателя при различных способах управления его скоростью,"М.\,С.~Лысов, А.\,В.~Стариков, В.\,А.~Стариков",Не найдено,lysov.tex
Не найдено,Не найдено,Не найдено,makaova.tex
Решение несвязной задачи термоупругости с~краевыми условиями первого рода,"И.\,С.~Макарова",Не найдено,makarova.tex
Не найдено,Не найдено,Не найдено,maket.tex
Не найдено,Не найдено,Не найдено,maklakov.tex
Не найдено,Не найдено,Не найдено,maksimova.tex
Не найдено,Не найдено,Не найдено,mal-naz-1.tex
Не найдено,Не найдено,Не найдено,malashenko.tex
Не найдено,Не найдено,Не найдено,Maleev.tex
Не найдено,Не найдено,Не найдено,malkovskii.tex
"Тр\""eхмерная интегро""=многоточечная краевая~задача для нагруженных

вольтерро""=гиперболических интегро""=дифференциальных уравнений типа Бианки","И.\,Г.~Мамедов",Не найдено,mamedov.tex
"Представление температурного поля для~полубесконечного тела, нагреваемого неподвижным лазерным лучом, через~гипергеометрические функции","В.\,В.~Манако",Не найдено,manako.tex
Об одной задаче оптимального управления с~функционалом качества общего вида,"Н.\,А.~Манакова\inst{1",Не найдено,manakova.tex
Не найдено,Не найдено,Не найдено,maniakov.tex
Не найдено,Не найдено,Не найдено,mansimov.tex
Не найдено,Не найдено,Не найдено,manzhirov.tex
"Модельные уравнения Дирака""--~Янга""--~Миллса со~спинорной калибровочной симметрией","Н.\,Г.~Марчук",Не найдено,marchuk.tex
Не найдено,Не найдено,Не найдено,marichev.tex
Не найдено,Не найдено,Не найдено,markin.tex
Не найдено,Не найдено,Не найдено,markov.tex
Не найдено,Не найдено,Не найдено,markova.tex
Не найдено,Не найдено,Не найдено,martianov-2.tex
Не найдено,Не найдено,Не найдено,Martianov.tex
Не найдено,Не найдено,Не найдено,martynenko.tex
Киральная цветовая симметрия и ограничения на~массу $\boldsymbol{G',"М.\,В.~Мартынов, А.\,Д.~Смирнов",Не найдено,martynov.tex
Не найдено,Не найдено,Не найдено,mashechkin.tex
Не найдено,Не найдено,Не найдено,mastaliyev.tex
Не найдено,Не найдено,Не найдено,masyagin.tex
Не найдено,Не найдено,Не найдено,matskevich.tex
Не найдено,Не найдено,Не найдено,matushenko.tex
Не найдено,Не найдено,Не найдено,matveev.tex
Не найдено,Не найдено,Не найдено,matveeva.tex
"Переход <<беспорядок~-- порядок~-- беспорядок>> в~биофизической системе реакционно""=диффузионного типа","В.\,В.~Максимов",Не найдено,maximov.tex
"Решение задачи Коши для системы уравнений Эйлера""--~Пуассона""--~Дарбу","Е.\,А.~Максимова",Не найдено,maximova.tex
Photonic communications in biological systems,"S.\,N.~Mayburov",Не найдено,mayburov.tex
Не найдено,Не найдено,Не найдено,mayorov.tex
Не найдено,"Kenichiro Mayuzumi, Noboru Watanabe",Не найдено,mayuzumi.tex
Не найдено,Не найдено,Не найдено,medennikov+Bud.tex
Не найдено,Не найдено,Не найдено,medv-gai.tex
Не найдено,Не найдено,Не найдено,meih.tex
"Оценка погрешности метода измерения интегральных характеристик

с~использованием пространственного и~временного разделения

мгновенных значений гармонических сигналов","В.\,С.~Мелентьев, Ю.\,М.~Иванов, А.\,Е.~Синицын",Не найдено,melentev.tex
"Оценка погрешности аппроксимационного метода измерения интегральных характеристик по~отдельным мгновенным значениям

сигналов","В.\,С.~Мелентьев, Е.\,Е.~Ярославкина, А.\,Н.~Болотнова",Не найдено,melentiev.tex
Не найдено,Не найдено,Не найдено,melnikov.tex
Многомерная \lowercase{p,"С.\,В.~Козырев\inst{1",Не найдено,metric.tex
Не найдено,Не найдено,Не найдено,meykh.tex
"Зако\-номерности изменения нормальных и~касательных составляющих внутренних напряжений, индуцированных в~приповерхностных слоях никелида титана электронно""=лучевыми воздействиями","Л.\,Л.~Мейснер\inst{1",Не найдено,meysner.tex
"Алгоритм движения по параметру ж\""eсткости в~проблеме устойчивости на границе винклеровых~сред","Е.\,И.~Михайловский, Е.\,В.~Тулубенская",Не найдено,mich.tex
Инфинитное движение в~классической функциональной механике,"А.\,И.~Михайлов\inst{1,2",Не найдено,mikhailov.tex
Высокотемпературное разложение матрицы плотности и его приложения,"В.\,В.~Михеев",Не найдено,mikheev.tex
Не найдено,Не найдено,Не найдено,milovanova.tex
Прочностные характеристики проксимального отдела бедренной кости в условиях внутреннего силового шунтирования,Т.~Б.~Минасов\inst{1,Не найдено,minasov.tex
Не найдено,Не найдено,Не найдено,minin-zat.tex
Не найдено,Не найдено,Не найдено,minin.tex
О построении функций Римана для двух уравнений со старшими частными производными,"А.\,Н.~Миронов",Не найдено,mironov.tex
Не найдено,Не найдено,Не найдено,mishchenko.tex
Не найдено,Не найдено,Не найдено,mistrukov.tex
Не найдено,Не найдено,Не найдено,mitlina.tex
Не найдено,Не найдено,Не найдено,mitrokhin.tex
Не найдено,Не найдено,Не найдено,mizarbekov.tex
Не найдено,Не найдено,Не найдено,Mizin.tex
Не найдено,Не найдено,Не найдено,mm-2007.tex
Осцилляции \lowercase{$\boldsymbol{n {-,"Л.\,С.~ Молчатский\inst{1",Не найдено,molchatsky.tex
Не найдено,Не найдено,Не найдено,moldov.tex
Не найдено,Не найдено,Не найдено,monahov.tex
Не найдено,Не найдено,Не найдено,mor-luk.tex
Не найдено,Не найдено,Не найдено,mor-nekr.tex
Не найдено,Не найдено,Не найдено,mor-rum.tex
Не найдено,Не найдено,Не найдено,MOROZOV.TEX
Не найдено,Не найдено,Не найдено,morozova.tex
Не найдено,Не найдено,Не найдено,moskaleva.tex
Не найдено,Не найдено,Не найдено,moskalik.tex
Не найдено,Не найдено,Не найдено,moskin.tex
Не найдено,Не найдено,Не найдено,MPRINT03.TEX
Не найдено,Не найдено,Не найдено,MPRINT04.TEX
Не найдено,Не найдено,Не найдено,MPRINT97.TEX
Не найдено,Не найдено,Не найдено,MPRN1-98.TEX
Не найдено,Не найдено,Не найдено,murashkin.tex
Не найдено,Не найдено,Не найдено,murashov.tex
Не найдено,Не найдено,Не найдено,mylpolbel.tex
Не найдено,Не найдено,Не найдено,myltsina.tex
Не найдено,Не найдено,Не найдено,napalkov-zimens.tex
Не найдено,Не найдено,Не найдено,napalkov.tex
Не найдено,Не найдено,Не найдено,NASONOV.TEX
Не найдено,Не найдено,Не найдено,naumov.tex
Не найдено,Не найдено,Не найдено,nazarov.tex
Метод решения краевой задачи ползучести и~длительной прочности балки в~условиях чистого~изгиба на~основе структурной модели стержневого~типа,"Е.\,В.~Небогина",Не найдено,nebogina.tex
Не найдено,Не найдено,Не найдено,necro1.tex
Не найдено,Не найдено,Не найдено,necro2.tex
Не найдено,Не найдено,Не найдено,NEDOREZ.TEX
"Статический изгиб и колебания многослойной прямоугольной пластинки из ортотропного материала при свободном опирании кра\""eв","П.\,Ф.~Недорезов, А.\,В.~Аристамбекова",Не найдено,nedorezov.tex
Не найдено,Не найдено,Не найдено,nefedova.tex
"Двухслойная математическая модель шейки бедра человека для исследования напряж\""eнного состояния при армировании имплантатами различной конструкции",А.~В.~Нехожин,Не найдено,nekhozhin.tex
Не найдено,Не найдено,Не найдено,nekrol.tex
Не найдено,Не найдено,Не найдено,nekrolog-new.tex
Не найдено,Не найдено,Не найдено,nekrolog-RB.tex
Не найдено,Не найдено,Не найдено,nekrolog-Zhuravlev.tex
Не найдено,Не найдено,Не найдено,nemirov.tex
"Установившаяся ползучесть слоисто""=волокнистых изгибаемых 

металлокомпозитных пластин","Ю.\,В.~Немировский, А.\,П.~Янковский",Не найдено,nemirovskii.tex
Армирование плоских конструкций по~криволинейным ортогональным траекториям,"Ю.\,В.~Немировский\inst{1",Не найдено,nemirovskiy.tex
Исследование рациональных структур криволинейного армирования в~полярной~системе~координат,"Ю.\,В.~Немировский\inst{1",Не найдено,nemirovsky.tex
Не найдено,Не найдено,Не найдено,nikishin.tex
Рекуррентные методы построения кумулятивных функций риска,"В.\,Н.~Никишов, Е.\,В.~Михайлова ",Не найдено,nikishov.tex
Не найдено,Не найдено,Не найдено,nikit.tex
Плоская задача установившейся ползучести элементов конструкций,"А.\,Ф.~Никитенко",Не найдено,nikitenko.tex
Не найдено,Не найдено,Не найдено,nikola.tex
Не найдено,Не найдено,Не найдено,nikolayev.tex
Не найдено,Не найдено,Не найдено,nikonov.tex
Не найдено,Не найдено,Не найдено,nizem.tex
Влияние ложного дна на нелинейную динамику процесса замерзания воды,"И.\,Г.~Низовцева, Д.\,В.~Александров",Не найдено,nizovceva.tex
"Максимальный порядок точности \lowercase{(m, 1)","Е.\,А.~Новиков\inst{1,2",Не найдено,novikov.tex
Не найдено,Не найдено,Не найдено,novikova.tex
Не найдено,Не найдено,Не найдено,nuriev-egorova.tex
Не найдено,Не найдено,Не найдено,nuriev.tex
Не найдено,Не найдено,Не найдено,OBCHAK.TEX
Не найдено,Не найдено,Не найдено,obuchova.tex
Не найдено,Не найдено,Не найдено,obuhova.tex
Не найдено,Не найдено,Не найдено,Ocherk.tex
Не найдено,Не найдено,Не найдено,odinaev.tex
Не найдено,Не найдено,Не найдено,ogaltsov.tex
Не найдено,Не найдено,Не найдено,ogorodnikov.tex
Не найдено,Не найдено,Не найдено,OLE-ENG.TEX
Не найдено,Не найдено,Не найдено,OLENIN.TEX
Не найдено,Не найдено,Не найдено,ometov.tex
"Алгоритм анализа реш\""eточной модели структуры информационно""=измерительной системы","С.\,П.~Орлов",Не найдено,orlov.tex
"Компьютерное моделирование сжатия образца из~крупноячеистого пространственно армированного композита,

зак\-люч\""eн\-но\-го в обойму для устранения влияния краевых эффектов","И.\,Ю.~Ошева, В.\,Е.~Шавшуков",Не найдено,osheva.tex
Не найдено,Не найдено,Не найдено,oshmarin.tex
Не найдено,Не найдено,Не найдено,ostrikova.tex
Не найдено,Не найдено,Не найдено,OU0405.TEX
Не найдено,Не найдено,Не найдено,OUT0104.TEX
Не найдено,Не найдено,Не найдено,OUT0105.TEX
Не найдено,Не найдено,Не найдено,OUT0204.TEX
Не найдено,Не найдено,Не найдено,OUT0205.TEX
Не найдено,Не найдено,Не найдено,OUT0304.TEX
Не найдено,Не найдено,Не найдено,OUT0305.TEX
Не найдено,Не найдено,Не найдено,out0403.tex
Не найдено,Не найдено,Не найдено,OUT0404.TEX
Не найдено,Не найдено,Не найдено,OUT0503.TEX
Не найдено,Не найдено,Не найдено,OUT0505.TEX
Не найдено,Не найдено,Не найдено,OUT0604.TEX
Не найдено,Не найдено,Не найдено,OUT0605.TEX
Не найдено,Не найдено,Не найдено,OUT0703.TEX
Не найдено,Не найдено,Не найдено,OUT0704.TEX
Не найдено,Не найдено,Не найдено,OUT0705.TEX
Не найдено,Не найдено,Не найдено,OUT0803.TEX
Не найдено,Не найдено,Не найдено,OUT0804.TEX
Не найдено,Не найдено,Не найдено,OUT0805.TEX
Не найдено,Не найдено,Не найдено,OUT0903.TEX
Не найдено,Не найдено,Не найдено,OUT0904.TEX
Не найдено,Не найдено,Не найдено,OUT0905.TEX
Не найдено,Не найдено,Не найдено,OUT100.TEX
Не найдено,Не найдено,Не найдено,OUT1000.TEX
Не найдено,Не найдено,Не найдено,OUT1001.TEX
Не найдено,Не найдено,Не найдено,OUT1002.TEX
Не найдено,Не найдено,Не найдено,OUT1003.TEX
Не найдено,Не найдено,Не найдено,OUT1004.TEX
Не найдено,Не найдено,Не найдено,OUT1005.TEX
Не найдено,Не найдено,Не найдено,OUT101.TEX
Не найдено,Не найдено,Не найдено,OUT102.TEX
Не найдено,Не найдено,Не найдено,OUT103.TEX
Не найдено,Не найдено,Не найдено,OUT1097.TEX
Не найдено,Не найдено,Не найдено,OUT1098.TEX
Не найдено,Не найдено,Не найдено,OUT1099.TEX
Не найдено,Не найдено,Не найдено,OUT1100.TEX
Не найдено,Не найдено,Не найдено,OUT1101.TEX
Не найдено,Не найдено,Не найдено,OUT1102.TEX
Не найдено,Не найдено,Не найдено,out1103.tex
Не найдено,Не найдено,Не найдено,OUT1104.TEX
Не найдено,Не найдено,Не найдено,OUT1105.TEX
Не найдено,Не найдено,Не найдено,OUT1197.TEX
Не найдено,Не найдено,Не найдено,OUT1198.TEX
Не найдено,Не найдено,Не найдено,OUT1199.TEX
Не найдено,Не найдено,Не найдено,OUT1200.TEX
Не найдено,Не найдено,Не найдено,OUT1201.TEX
Не найдено,Не найдено,Не найдено,OUT1202.TEX
Не найдено,Не найдено,Не найдено,out1203.tex
Не найдено,Не найдено,Не найдено,OUT1204.TEX
Не найдено,Не найдено,Не найдено,OUT1297.TEX
Не найдено,Не найдено,Не найдено,OUT1298.TEX
Не найдено,Не найдено,Не найдено,OUT1299.TEX
Не найдено,Не найдено,Не найдено,OUT198.TEX
Не найдено,Не найдено,Не найдено,OUT199.TEX
Не найдено,Не найдено,Не найдено,OUT200.TEX
Не найдено,Не найдено,Не найдено,OUT202.TEX
Не найдено,Не найдено,Не найдено,OUT203.TEX
Не найдено,Не найдено,Не найдено,OUT298.TEX
Не найдено,Не найдено,Не найдено,OUT299.TEX
Не найдено,Не найдено,Не найдено,OUT300.TEX
Не найдено,Не найдено,Не найдено,OUT301.TEX
Не найдено,Не найдено,Не найдено,out302.tex
Не найдено,Не найдено,Не найдено,out303.tex
Не найдено,Не найдено,Не найдено,OUT398.TEX
Не найдено,Не найдено,Не найдено,OUT399.TEX
Не найдено,Не найдено,Не найдено,OUT400.TEX
Не найдено,Не найдено,Не найдено,OUT401.TEX
Не найдено,Не найдено,Не найдено,out402.tex
Не найдено,Не найдено,Не найдено,OUT497.TEX
Не найдено,Не найдено,Не найдено,OUT498.TEX
Не найдено,Не найдено,Не найдено,OUT499.TEX
Не найдено,Не найдено,Не найдено,OUT500.TEX
Не найдено,Не найдено,Не найдено,OUT501.TEX
Не найдено,Не найдено,Не найдено,OUT502.TEX
Не найдено,Не найдено,Не найдено,OUT597.TEX
Не найдено,Не найдено,Не найдено,OUT598.TEX
Не найдено,Не найдено,Не найдено,OUT599.TEX
Не найдено,Не найдено,Не найдено,OUT600.TEX
Не найдено,Не найдено,Не найдено,OUT601.TEX
Не найдено,Не найдено,Не найдено,OUT602.TEX
Не найдено,Не найдено,Не найдено,OUT697.TEX
Не найдено,Не найдено,Не найдено,OUT698.TEX
Не найдено,Не найдено,Не найдено,OUT699.TEX
Не найдено,Не найдено,Не найдено,OUT700.TEX
Не найдено,Не найдено,Не найдено,OUT701.TEX
Не найдено,Не найдено,Не найдено,out702.tex
Не найдено,Не найдено,Не найдено,OUT797.TEX
Не найдено,Не найдено,Не найдено,OUT798.TEX
Не найдено,Не найдено,Не найдено,OUT799.TEX
Не найдено,Не найдено,Не найдено,OUT800.TEX
Не найдено,Не найдено,Не найдено,OUT801.TEX
Не найдено,Не найдено,Не найдено,OUT802.TEX
Не найдено,Не найдено,Не найдено,OUT898.TEX
Не найдено,Не найдено,Не найдено,OUT899.TEX
Не найдено,Не найдено,Не найдено,OUT900.TEX
Не найдено,Не найдено,Не найдено,OUT901.TEX
Не найдено,Не найдено,Не найдено,OUT902.TEX
Не найдено,Не найдено,Не найдено,OUT997.TEX
Не найдено,Не найдено,Не найдено,OUT998.TEX
Не найдено,Не найдено,Не найдено,OUT999.TEX
Не найдено,Не найдено,Не найдено,ovchinnikov.tex
Параметрическая идентификация задачи типа Коши для одного дробного дифференциального уравнения,"А.\,С.~Овсиенко",Не найдено,ovsienko.tex
Не найдено,Не найдено,Не найдено,OvsienkoAS.tex
Не найдено,Не найдено,Не найдено,pagano.tex
Не найдено,Не найдено,Не найдено,palin.tex
Не найдено,Не найдено,Не найдено,palvelev.tex
Не найдено,Не найдено,Не найдено,panov.tex
Не найдено,Не найдено,Не найдено,pant.tex
Квазиодномерная модель гиперболического типа гидроразрыва пласта,"А.\,М.~Ильясов, Г.\,Т.~Булгакова",Не найдено,paper.tex
Не найдено,Не найдено,Не найдено,PAPER1.TEX
Не найдено,Не найдено,Не найдено,PAPER2.TEX
Не найдено,Не найдено,Не найдено,PAPER3.TEX
Не найдено,Не найдено,Не найдено,PAPER4.TEX
Не найдено,Не найдено,Не найдено,PAPER5.TEX
Не найдено,Не найдено,Не найдено,PAPER6.TEX
Не найдено,Не найдено,Не найдено,PAPER7.TEX
Не найдено,Не найдено,Не найдено,paper8.tex
Не найдено,Не найдено,Не найдено,PAPER9.TEX
Квазиодномерная модель гиперболического типа развития трещины гидроразрыва пласта,"А.\,М.~Ильясов, Г.\,Т.~Булгакова",Не найдено,paper_bulgakova.tex
Не найдено,Не найдено,Не найдено,parkhom.tex
Не найдено,Не найдено,Не найдено,parovik.tex
Не найдено,Не найдено,Не найдено,partition.tex
Не найдено,Не найдено,Не найдено,pavel.tex
Не найдено,Не найдено,Не найдено,pavelieva.tex
Эффект влияния продольных деформаций реологической балки на характер движения диска,"Г.\,В.~Павлов, М.\,А.~Кальмова, Е.\,С.~Вронская",Не найдено,pavlov.tex
Модификация метода сеток с~использованием разложений Тейлора,"Г.\,А.~Павлова, И.\,В.~Беляева",Не найдено,pavlova.tex
Не найдено,Не найдено,Не найдено,PEC-FR.TEX
Не найдено,Не найдено,Не найдено,PECH.TEX
Некоторые вопросы динамики и управления открытыми квантовыми системами,"А.\,Н.~Печень",Не найдено,pechen.tex
Не найдено,Не найдено,Не найдено,pechin.tex
Не найдено,Не найдено,Не найдено,pechink.tex
Не найдено,Не найдено,Не найдено,pechinkin-new.tex
Не найдено,Не найдено,Не найдено,pechinkin.tex
Не найдено,Не найдено,Не найдено,pen'kov.tex
Особенности проникания в~металл высокоскоростных частиц макроскопического~размера,"С.~Ю.~Ганигин, В.~В.~Калашников, П.~К.~Кондратенко, \\ М.~В.~Ненашев, А.~Ю.~Самарин",Не найдено,penet.tex
"Метод состояний на основе уравнений Кильчевского для анализа тр\""eхмерных установившихся колебаний","В.\,Б.~Пеньков, И.\,Н.~Стебенев",Не найдено,penkov.tex
Не найдено,Не найдено,Не найдено,perevarukha.tex
Не найдено,Не найдено,Не найдено,peshkova.tex
Не найдено,Не найдено,Не найдено,petr.tex
Оптимизация динамических систем инвестирования промышленных предприятий,"Д.\,В.~Петров",Не найдено,petrov.tex
Не найдено,Не найдено,Не найдено,petukhov.tex
Не найдено,Не найдено,Не найдено,petushkov.tex
Не найдено,Не найдено,Не найдено,pic.tex
"Математическое моделирование процесса формирования тр\""eхслойной цилиндрической оболочки из стеклометаллокомпозита","В.\,В. Пикуль\inst{1",Не найдено,pikul.tex
Не найдено,Не найдено,Не найдено,piskovskii.tex
О классическом и функциональном подходах~к~механике,"Е.\,В.~Писковский",Не найдено,piskovskiy.tex
Бифуркации в многокомпонентной системе в~условиях ограничения информации,"А.\,С.~Пивоварова",Не найдено,pivovarova.tex
"Иерархическая модель финансовых крахов Джохансена""--~Сорнетта и~е\""e ультраметрическое обобщение","А.\,С.~Пивоварова,  А.\,А.~Стеряков",Не найдено,pivovarovaisteryakov.tex
Не найдено,Не найдено,Не найдено,plehanov.tex
Не найдено,Не найдено,Не найдено,plekhanov-zakharov.tex
Не найдено,Не найдено,Не найдено,plekhanov.tex
Не найдено,Не найдено,Не найдено,PLENUM.TEX
Не найдено,Не найдено,Не найдено,podgot-1str.tex
Не найдено,Не найдено,Не найдено,podgot-2str.tex
Не найдено,Не найдено,Не найдено,podgot-eng-site.tex
Не найдено,Не найдено,Не найдено,podgot-eng.tex
Не найдено,Не найдено,Не найдено,podgot-rus-site.tex
Не найдено,Не найдено,Не найдено,podgot-rus.tex
Не найдено,Не найдено,Не найдено,podgot.tex
Не найдено,Не найдено,"Журнал «Вестник Самарского государственного технического университета. Серия: Физико""=математические науки» (параллельное название на английском языке ""--- Journal of Samara State Technical University, Ser. Physical and Mathematical Sciences) является рецензируемым научным журналом Самарского государственного технического университета и~издаётся с~1996~г.



Самарский государственный технический университет сегодня ""--- это один из одиннадцати ведущих опорных университетов России, который является крупнейшим научно-образовательным центром Поволжья с~более чем 100-летней историей.



Журнал долгое время позиционировал себя как издание, предназначенное для публикации новых научных знаний, полученных в российских научных школах. Однако в~настоящее время журнал ставит своей целью открытое распространение научных знаний среди российских и зарубежных учёных, поэтому он также ориентируется и~на зарубежных учёных, работающих в приоритетных научных направлениях Самарского государственного технического университета.



Журнал зарегистрирован в~Федеральной службе по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор), свидетельство \href{https://rkn.gov.ru/mass-communications/reestr/media/?id=83010}{ПИ № ФС 77–66685 от 27.07.2016}. С~2011 года журнал выходит ежеквартально; объём номера ""--- 200~c.; язык публикаций ""--- русский, английский. Журнал издаётся в~печатной и~электронной формах.



Редакция журнала принимает и оценивает рукописи представленных статей независимо от расы, пола, национальности, происхождения, гражданства (подданства), рода занятий, места работы и проживания автора, а также от его политических, философских, религиозных и иных взглядов.



Представляемая в~журнал рукопись статьи должна быть законченным научным исследованием, нигде ранее не публиковавшимся и~не представленным к~публикации в~других изданиях.



Рукопись статьи должна содержать новые научные результаты по приоритетным направлениям Самарского государственного технического университета, таким как «Дифференциальные уравнения и математическая физика», «Механика деформируемого твёрдого тела», «Математическое моделирование, численные методы и~комплексы программ».



Журнал издается на средства издателя. Все публикации в~журнале бесплатны. Все публикации в~электронном виде распространяются бесплатно.



Целевую аудиторию журнала составляют учёные и исследователи, чьи научные интересы лежат в указанных направлениях: «Дифференциальные уравнения и математическая физика», «Механика деформируемого твёрдого тела», «Математическое моделирование, численные методы и комплексы программ».",polieces.tex
Не найдено,Не найдено,Не найдено,polubel.tex
Не найдено,Не найдено,Не найдено,pop+sim.tex
"Интегрированное геолого-гидродинамическое моделирование в~системном

управлении разработкой нефтегазовых месторождений ","В.\,И.~Попков\inst{1,2",Не найдено,popkov.tex
Не найдено,Не найдено,Не найдено,popkovi.tex
Не найдено,Не найдено,Не найдено,popov.tex
"Определение динамических характеристик нелинейных диссипативных 


систем на~основе линейно параметрической дискретной модели 


амплитудно""=частотной характеристики","Д.\,Н.~Попова",Не найдено,popova.tex
"Зв\""eздное произведение на коалгебре Ли и~его применение для вычисления квантовых интегралов движения","А.\,С.~Попов, И.\,В.~Широков",Не найдено,popov_shirokov.tex
Не найдено,Не найдено,Не найдено,popravka.tex
Не найдено,Не найдено,Не найдено,posypkin.tex
Не найдено,Не найдено,Не найдено,Potanin-Strijov.tex
О~характере разрывов нелинейности в~задачах на~собственные значения для~уравнений эллиптического типа,"Д.\,К.~Потапов",Не найдено,potapov.tex
"О движении газа за фронтом сильной ударной волны, форма которой близка к некоторой кривой","В.\,И.~Богатко\inst{1",Не найдено,potekhina.tex
Не найдено,Не найдено,Не найдено,pravila-eng-site.tex
Не найдено,Не найдено,Не найдено,pravila-eng.tex
Не найдено,Не найдено,Не найдено,pravila-rus-site.tex
Не найдено,Не найдено,Не найдено,pravila-rus.tex
Не найдено,Не найдено,Не найдено,pravila.tex
Не найдено,Не найдено,Не найдено,preamble.tex
Не найдено,Не найдено,Не найдено,preamblw.tex
Не найдено,Не найдено,Не найдено,PRED.TEX
Не найдено,Не найдено,Не найдено,predEng.tex
Не найдено,Не найдено,Не найдено,preface-eng.tex
Не найдено,Не найдено,Не найдено,preface-rus.tex
Не найдено,Не найдено,Не найдено,PREFACE.TEX
